id,label,timeset,grain for green,weight<links>,weight<citations>,cluster,url,score<pub._year>,score<norm._citations>,diverging incentives for afforestation from carbon sequestration: an economic analysis of the eu afforestation program in the south of italy,weight<norm._citations>,weight<total_link_strength>,score<citations>,description
682.0,alvaro-fuentes (2011),,,65.0,36.0,1.0,http://dx.doi.org/10.1007/s11104-010-0304-7,2011.0,1.2875,,1.2875,106.0,36.0,"<table><tr><td>Authors:</td><td>alvaro-fuentes, j; paustian, k</td></tr><tr><td>Title:</td><td>potential soil carbon sequestration in a semiarid mediterranean agroecosystem under climate change: quantifying management and climate effects</td></tr><tr><td>Source:</td><td>plant and soil, 338(1-2), 261-272</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"
683.0,kaltschmitt (2011),,,46.0,32.0,6.0,http://dx.doi.org/10.1007/s11027-010-9247-9,2011.0,1.1444,,1.1444,115.0,32.0,"<table><tr><td>Authors:</td><td>kaltschmitt, m; miertus, s; offermann, r; seidenberger, t; thran, d; zinoviev, s</td></tr><tr><td>Title:</td><td>assessment of global bioenergy potentials</td></tr><tr><td>Source:</td><td>mitigation and adaptation strategies for global change, 16(1), 103-115</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"
685.0,mohan (2010),,,49.0,3.0,5.0,,2010.0,0.0905,,0.0905,92.0,3.0,"<table><tr><td>Authors:</td><td>mohan, r; prakash, s; ramesh, r; sheshshayee, ms; sudhakar, m</td></tr><tr><td>Title:</td><td>effect of high level iron enrichment on potential nitrogen uptake by marine plankton in the southern ocean</td></tr><tr><td>Source:</td><td>current science, 99(10), 1400-1404</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"
686.0,han (2010),,,68.0,7.0,2.0,http://dx.doi.org/10.1080/02827581.2010.524892,2010.0,0.2111,,0.2111,93.0,7.0,"<table><tr><td>Authors:</td><td>han, ss; jin, gz; li, x; son, y; yi, mj</td></tr><tr><td>Title:</td><td>forest biomass carbon accumulation in korea from 1954 to 2007</td></tr><tr><td>Source:</td><td>scandinavian journal of forest research, 25(6), 554-563</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"
687.0,hartmann (2010),,,105.0,52.0,4.0,http://dx.doi.org/10.1073/pnas.1000545107,2010.0,1.568,,1.568,193.0,52.0,"<table><tr><td>Authors:</td><td>hartmann, j; kohler, p; wolf-gladrow, da</td></tr><tr><td>Title:</td><td>geoengineering potential of artificially enhanced silicate weathering of olivine</td></tr><tr><td>Source:</td><td>proceedings of the national academy of sciences of the united states of america, 107(47), 20228-20233</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"
688.0,kypreos (2010),,,65.0,18.0,6.0,,2010.0,0.5428,,0.5428,92.0,18.0,"<table><tr><td>Authors:</td><td>kypreos, s; magne, b; turton, h</td></tr><tr><td>Title:</td><td>technology options for low stabilization pathways with merge</td></tr><tr><td>Source:</td><td>energy journal, 31, 83-107</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"
689.0,barker (2010),,,60.0,138.0,6.0,,2010.0,4.1611,,4.1611,85.0,138.0,"<table><tr><td>Authors:</td><td>barker, t; baumstark, l; bellevrat, e; chateau, b; criqui, p; edenhofer, o; isaac, m; kitous, a; knopf, b; kypreos, s; leimbach, m; lessmann, k; magne, b; scrieciu, s; turton, h; van vuuren, dp</td></tr><tr><td>Title:</td><td>the economics of low stabilization: model comparison of mitigation strategies and costs</td></tr><tr><td>Source:</td><td>energy journal, 31, 11-48</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"
690.0,dai (2010),,,8.0,100.0,4.0,http://dx.doi.org/10.1039/c0gc00070a,2010.0,3.0153,,3.0153,52.0,100.0,"<table><tr><td>Authors:</td><td>dai, s; li, hr; luo, hm; luo, xy; wang, cm</td></tr><tr><td>Title:</td><td>equimolar co2 capture by imidazolium-based ionic liquids and superbase systems</td></tr><tr><td>Source:</td><td>green chemistry, 12(11), 2019-2023</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"
691.0,lal (2010),,,105.0,56.0,1.0,http://dx.doi.org/10.1007/s12571-010-0060-9,2010.0,1.6886,,1.6886,196.0,56.0,"<table><tr><td>Authors:</td><td>lal, r</td></tr><tr><td>Title:</td><td>beyond copenhagen: mitigating climate change and achieving food security through soil carbon sequestration</td></tr><tr><td>Source:</td><td>food security, 2(2), 169-177</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"
692.0,bottcher (2010),,,109.0,23.0,6.0,http://dx.doi.org/10.1016/j.cosust.2010.05.006,2010.0,0.6935,,0.6935,184.0,23.0,"<table><tr><td>Authors:</td><td>bottcher, h; obersteiner, m; yamagata, y</td></tr><tr><td>Title:</td><td>terrestrial ecosystem management for climate change mitigation</td></tr><tr><td>Source:</td><td>current opinion in environmental sustainability, 2(4), 271-276</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"
693.0,arora (2010),,,130.0,88.0,3.0,http://dx.doi.org/10.1111/j.1365-2486.2010.02202.x,2010.0,2.6535,,2.6535,217.0,88.0,"<table><tr><td>Authors:</td><td>arora, vk; boer, gj</td></tr><tr><td>Title:</td><td>uncertainties in the 20th century carbon budget associated with land use change</td></tr><tr><td>Source:</td><td>global change biology, 16(12), 3327-3348</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"
694.0,oschlies (2010),,,120.0,11.0,5.0,http://dx.doi.org/10.1016/j.ecolecon.2010.07.026,2010.0,0.3317,,0.3317,217.0,11.0,"<table><tr><td>Authors:</td><td>oschlies, a; rehdanz, k; rickels, w</td></tr><tr><td>Title:</td><td>methods for greenhouse gas offset accounting: a case study of ocean iron fertilization</td></tr><tr><td>Source:</td><td>ecological economics, 69(12), 2495-2509</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"
696.0,amonette (2010),,,100.0,436.0,7.0,http://dx.doi.org/10.1038/ncomms1053,2010.0,13.1467,,13.1467,244.0,436.0,"<table><tr><td>Authors:</td><td>amonette, je; joseph, s; lehmann, j; street-perrott, fa; woolf, d</td></tr><tr><td>Title:</td><td>sustainable biochar to mitigate global climate change</td></tr><tr><td>Source:</td><td>nature communications, 1</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"
697.0,day (2010),,,62.0,38.0,7.0,http://dx.doi.org/10.1039/c004561f,2010.0,1.1458,,1.1458,117.0,38.0,"<table><tr><td>Authors:</td><td>day, dm; hawkins, b; lee, jw; reicosky, dc</td></tr><tr><td>Title:</td><td>sustainability: the capacity of smokeless biomass pyrolysis for energy production, global carbon capture and sequestration</td></tr><tr><td>Source:</td><td>energy & environmental science, 3(11), 1695-1705</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"
698.0,fuhrer (2010),,,119.0,42.0,1.0,http://dx.doi.org/10.1007/s13280-010-0082-8,2010.0,1.2664,,1.2664,183.0,42.0,"<table><tr><td>Authors:</td><td>fuhrer, j; leifeld, j</td></tr><tr><td>Title:</td><td>organic farming and soil carbon sequestration: what do we really know about the benefits?</td></tr><tr><td>Source:</td><td>ambio, 39(8), 585-599</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"
700.0,ke (2010),,,10.0,1.0,2.0,,2010.0,0.0302,,0.0302,12.0,1.0,"<table><tr><td>Authors:</td><td>ke, sf; li, z; wagner, je; wen, yl; zheng, y</td></tr><tr><td>Title:</td><td>the situations and potentials of forest carbon sinks and employment creation from afforestation in china</td></tr><tr><td>Source:</td><td>international forestry review, 12(3), 247-255</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"
701.0,da siva (2010),,,55.0,12.0,3.0,,2010.0,0.3618,,0.3618,64.0,12.0,"<table><tr><td>Authors:</td><td>da siva, ir; de barros, nf; gatto, a; leite, fp; leite, hg; novais, rf; villani, emd</td></tr><tr><td>Title:</td><td>carbon storage in the soil and in the biomass of eucalypt plantations</td></tr><tr><td>Source:</td><td>revista brasileira de ciencia do solo, 34(4), 1069-1079</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"
703.0,glaser (2010),,,57.0,22.0,1.0,http://dx.doi.org/10.1016/j.geoderma.2010.06.011,2010.0,0.6634,,0.6634,79.0,22.0,"<table><tr><td>Authors:</td><td>glaser, b; llorente, m; turrion, mb</td></tr><tr><td>Title:</td><td>storage of organic carbon and black carbon in density fractions of calcareous soils under different land uses</td></tr><tr><td>Source:</td><td>geoderma, 159(1-2), 31-38</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"
704.0,padilla (2010),,,101.0,27.0,2.0,http://dx.doi.org/10.1016/j.jenvman.2010.07.031,2010.0,0.8141,,0.8141,118.0,27.0,"<table><tr><td>Authors:</td><td>padilla, fm; pugnaire, fi; sanchez, j; vidal, b</td></tr><tr><td>Title:</td><td>land-use changes and carbon sequestration through the twentieth century in a mediterranean mountain ecosystem: implications for land management</td></tr><tr><td>Source:</td><td>journal of environmental management, 91(12), 2688-2695</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"
706.0,dargie (2010),,,133.0,39.0,3.0,http://dx.doi.org/10.1007/s10021-010-9376-8,2010.0,1.176,,1.176,194.0,39.0,"<table><tr><td>Authors:</td><td>dargie, gc; farfan, wr; fisher, jb; garcia, kc; gibbon, a; malhi, y; meir, p; silman, mr; zimmermann, m</td></tr><tr><td>Title:</td><td>ecosystem carbon storage across the grassland-forest transition in the high andes of manu national park, peru</td></tr><tr><td>Source:</td><td>ecosystems, 13(7), 1097-1111</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"
707.0,arbestain (2010),,,191.0,36.0,7.0,http://dx.doi.org/10.1007/s11027-010-9231-4,2010.0,1.0855,,1.0855,301.0,36.0,"<table><tr><td>Authors:</td><td>arbestain, mc; macias, f</td></tr><tr><td>Title:</td><td>soil carbon sequestration in a changing global environment</td></tr><tr><td>Source:</td><td>mitigation and adaptation strategies for global change, 15(6), 511-529</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"
708.0,dadhwal (2010),,,162.0,8.0,2.0,http://dx.doi.org/10.1007/s11027-010-9226-1,2010.0,0.2412,,0.2412,249.0,8.0,"<table><tr><td>Authors:</td><td>dadhwal, vk; kaul, m; mohren, gmj</td></tr><tr><td>Title:</td><td>carbon storage versus fossil fuel substitution: a climate change mitigation option for two different land use categories based on short and long rotation forestry in india</td></tr><tr><td>Source:</td><td>mitigation and adaptation strategies for global change, 15(4), 395-409</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"
709.0,gregg (2010),,,64.0,30.0,6.0,http://dx.doi.org/10.1007/s11027-010-9215-4,2010.0,0.9046,,0.9046,102.0,30.0,"<table><tr><td>Authors:</td><td>gregg, js; smith, sj</td></tr><tr><td>Title:</td><td>global and regional potential for bioenergy from agricultural and forestry residue biomass</td></tr><tr><td>Source:</td><td>mitigation and adaptation strategies for global change, 15(3), 241-262</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"
710.0,baum (2009),,,28.0,1.0,2.0,http://dx.doi.org/10.1007/s11027-008-9153-6,2009.0,0.0372,,0.0372,33.0,1.0,"<table><tr><td>Authors:</td><td>baum, s; hunt, c</td></tr><tr><td>Title:</td><td>the 'hidden' social costs of forestry offsets</td></tr><tr><td>Source:</td><td>mitigation and adaptation strategies for global change, 14(2), 107-120</td></tr><tr><td>Year:</td><td>2009</td></tr></table>"
712.0,baker (2010),,,113.0,19.0,3.0,http://dx.doi.org/10.1525/bio.2010.60.9.7,2010.0,0.5729,,0.5729,190.0,19.0,"<table><tr><td>Authors:</td><td>baker, js; jackson, rb</td></tr><tr><td>Title:</td><td>opportunities and constraints for forest climate mitigation</td></tr><tr><td>Source:</td><td>bioscience, 60(9), 698-707</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"
713.0,magnusson (2010),,,38.0,12.0,6.0,http://dx.doi.org/10.1002/er.1633,2010.0,0.3618,,0.3618,85.0,12.0,"<table><tr><td>Authors:</td><td>magnusson, m; pettersson, k; wetterlund, e</td></tr><tr><td>Title:</td><td>implications of system expansion for the assessment of well-to-wheel co2 emissions from biomass-based transportation</td></tr><tr><td>Source:</td><td>international journal of energy research, 34(13), 1136-1154</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"
714.0,chisholm (2010),,,100.0,48.0,3.0,http://dx.doi.org/10.1016/j.ecolecon.2010.05.013,2010.0,1.4473,,1.4473,133.0,48.0,"<table><tr><td>Authors:</td><td>chisholm, ra</td></tr><tr><td>Title:</td><td>trade-offs between ecosystem services: water and carbon in a biodiversity hotspot</td></tr><tr><td>Source:</td><td>ecological economics, 69(10), 1973-1987</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"
716.0,bagchi (2010),,,66.0,46.0,1.0,http://dx.doi.org/10.1111/j.1461-0248.2010.01486.x,2010.0,1.387,,1.387,75.0,46.0,"<table><tr><td>Authors:</td><td>bagchi, s; ritchie, me</td></tr><tr><td>Title:</td><td>introduced grazers can restrict potential soil carbon sequestration through impacts on plant community composition</td></tr><tr><td>Source:</td><td>ecology letters, 13(8), 959-968</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"
717.0,li (2010),,,93.0,6.0,2.0,http://dx.doi.org/10.1007/s11769-010-0401-9,2010.0,0.1809,,0.1809,166.0,6.0,"<table><tr><td>Authors:</td><td>li, kr; xu, xl</td></tr><tr><td>Title:</td><td>biomass carbon sequestration by planted forests in china</td></tr><tr><td>Source:</td><td>chinese geographical science, 20(4), 289-297</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"
718.0,bird (2010),,,39.0,34.0,3.0,http://dx.doi.org/10.1016/j.foreco.2009.12.002,2010.0,1.0252,,1.0252,55.0,34.0,"<table><tr><td>Authors:</td><td>bird, dn; schwaiger, hp</td></tr><tr><td>Title:</td><td>integration of albedo effects caused by land use change into the climate balance: should we still account in greenhouse gas units?</td></tr><tr><td>Source:</td><td>forest ecology and management, 260(3), 278-286</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"
719.0,caldeira (2010),,,91.0,25.0,4.0,http://dx.doi.org/10.1088/1748-9326/5/2/024011,2010.0,0.7538,,0.7538,140.0,25.0,"<table><tr><td>Authors:</td><td>caldeira, k; cao, l</td></tr><tr><td>Title:</td><td>atmospheric carbon dioxide removal: long-term consequences and commitment</td></tr><tr><td>Source:</td><td>environmental research letters, 5(2)</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"
721.0,huang (2010),,,121.0,16.0,1.0,,2010.0,0.4824,,0.4824,231.0,16.0,"<table><tr><td>Authors:</td><td>huang, s; liu, wr; rui, wy; sun, yn; zhang, wj</td></tr><tr><td>Title:</td><td>long-term effect of no-tillage on soil organic carbon fractions in a continuous maize cropping system of northeast china</td></tr><tr><td>Source:</td><td>pedosphere, 20(3), 285-292</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"
722.0,moran (2010),,,80.0,33.0,7.0,http://dx.doi.org/10.1016/j.biombioe.2010.03.004,2010.0,0.995,,0.995,146.0,33.0,"<table><tr><td>Authors:</td><td>moran, d; pratt, k</td></tr><tr><td>Title:</td><td>evaluating the cost-effectiveness of global biochar mitigation potential</td></tr><tr><td>Source:</td><td>biomass & bioenergy, 34(8), 1149-1158</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"
723.0,fernandez-nunez (2010),,,106.0,16.0,3.0,http://dx.doi.org/10.1016/j.ecoleng.2010.03.007,2010.0,0.4824,,0.4824,160.0,16.0,"<table><tr><td>Authors:</td><td>fernandez-nunez, e; mosquera-losada, mr; rigueiro-rodriguez, a</td></tr><tr><td>Title:</td><td>carbon allocation dynamics one decade after afforestation with pinus radiata d. don and betula alba l. under two stand densities in nw spain</td></tr><tr><td>Source:</td><td>ecological engineering, 36(7), 876-890</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"
724.0,allen (2010),,,13.0,8.0,2.0,,2010.0,0.2412,,0.2412,18.0,8.0,"<table><tr><td>Authors:</td><td>allen, dj; cary, j; dominy, swj; gilsenan, r; hatton, t; koven, a; mckenney, dw; sidders, d; yemshanov, d</td></tr><tr><td>Title:</td><td>a retrospective and lessons learned from natural resources canada's forest 2020 afforestation initiative</td></tr><tr><td>Source:</td><td>forestry chronicle, 86(3), 339-347</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"
725.0,anjum (2010),,,5.0,2.0,1.0,,2010.0,0.0603,,0.0603,5.0,2.0,"<table><tr><td>Authors:</td><td>anjum, sa; saleem, mf; wang, gx; wang, lc; xue, ll; zou, cm</td></tr><tr><td>Title:</td><td>desertification in pakistan: causes, impacts and management</td></tr><tr><td>Source:</td><td>journal of food agriculture & environment, 8(2), 1203-1208</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"
726.0,gussow (2010),,,123.0,14.0,5.0,http://dx.doi.org/10.1016/j.marpol.2010.01.015,2010.0,0.4221,,0.4221,296.0,14.0,"<table><tr><td>Authors:</td><td>gussow, k; oschlies, a; proelss, a; rehdanz, k; rickels, w</td></tr><tr><td>Title:</td><td>ocean iron fertilization: why further research is needed</td></tr><tr><td>Source:</td><td>marine policy, 34(5), 911-918</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"
727.0,mayo-ramsay (2010),,,18.0,5.0,5.0,http://dx.doi.org/10.1016/j.marpol.2010.01.004,2010.0,0.1508,,0.1508,20.0,5.0,"<table><tr><td>Authors:</td><td>mayo-ramsay, j</td></tr><tr><td>Title:</td><td>environmental, legal and social implications of ocean urea fertilization: sulu sea example</td></tr><tr><td>Source:</td><td>marine policy, 34(5), 831-835</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"
728.0,dotzauer (2010),,,38.0,44.0,6.0,http://dx.doi.org/10.1016/j.apenergy.2009.11.007,2010.0,1.3267,,1.3267,106.0,44.0,"<table><tr><td>Authors:</td><td>dotzauer, e; kindermann, g; leduc, s; schmid, e; schmidt, j</td></tr><tr><td>Title:</td><td>cost-effective co2 emission reduction through heat, power and biofuel production from woody biomass: a spatially explicit comparison of conversion technologies</td></tr><tr><td>Source:</td><td>applied energy, 87(7), 2128-2141</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"
729.0,llano-restrepo (2010),,,3.0,7.0,4.0,http://dx.doi.org/10.1016/j.fluid.2010.03.013,2010.0,0.2111,,0.2111,3.0,7.0,"<table><tr><td>Authors:</td><td>llano-restrepo, m</td></tr><tr><td>Title:</td><td>accurate correlation, structural interpretation, and thermochemistry of equilibrium adsorption isotherms of carbon dioxide in zeolite nax by means of the gsta model</td></tr><tr><td>Source:</td><td>fluid phase equilibria, 293(2), 225-236</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"
731.0,korres (2010),,,50.0,59.0,1.0,http://dx.doi.org/10.1002/bbb.228,2010.0,1.779,,1.779,62.0,59.0,"<table><tr><td>Authors:</td><td>korres, ne; murphy, jd; nizami, as; singh, a</td></tr><tr><td>Title:</td><td>is grass biomethane a sustainable transport biofuel?</td></tr><tr><td>Source:</td><td>biofuels bioproducts & biorefining-biofpr, 4(3), 310-325</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"
732.0,fang (2010),,,151.0,36.0,3.0,http://dx.doi.org/10.1371/journal.pone.0010867,2010.0,1.0855,,1.0855,245.0,36.0,"<table><tr><td>Authors:</td><td>fang, cm; liao, cz; li, b; luo, yq</td></tr><tr><td>Title:</td><td>ecosystem carbon stock influenced by plantation practice: implications for planting forests as a measure of climate change mitigation</td></tr><tr><td>Source:</td><td>plos one, 5(5)</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"
733.0,kollas (2010),,,136.0,22.0,3.0,http://dx.doi.org/10.1007/s10113-009-0095-7,2010.0,0.6634,,0.6634,197.0,22.0,"<table><tr><td>Authors:</td><td>kollas, c; lasch, p; rock, j; suckow, f</td></tr><tr><td>Title:</td><td>potentials and impacts of short-rotation coppice plantation with aspen in eastern germany under conditions of climate change</td></tr><tr><td>Source:</td><td>regional environmental change, 10(2), 83-94</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"
734.0,muller-lindenlauf (2010),,,127.0,61.0,1.0,http://dx.doi.org/10.1017/s1742170510000116,2010.0,1.8393,,1.8393,190.0,61.0,"<table><tr><td>Authors:</td><td>muller-lindenlauf, m; scialabba, neh</td></tr><tr><td>Title:</td><td>organic agriculture and climate change</td></tr><tr><td>Source:</td><td>renewable agriculture and food systems, 25(2), 158-169</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"
735.0,finch (2010),,,109.0,15.0,6.0,http://dx.doi.org/10.1111/j.1757-1707.2010.01042.x,2010.0,0.4523,,0.4523,192.0,15.0,"<table><tr><td>Authors:</td><td>finch, jw; harding, rj; hughes, jk; huntingford, c; lloyd, aj</td></tr><tr><td>Title:</td><td>the impact of extensive planting of miscanthus as an energy crop on future co2 atmospheric concentrations</td></tr><tr><td>Source:</td><td>global change biology bioenergy, 2(2), 79-88</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"
736.0,dondini (2009),,,84.0,54.0,1.0,http://dx.doi.org/10.1111/j.1757-1707.2010.01033.x,2009.0,2.0097,,2.0097,128.0,54.0,"<table><tr><td>Authors:</td><td>dondini, m; hastings, a; jones, mb; saiz, g; smith, p</td></tr><tr><td>Title:</td><td>the potential of miscanthus to sequester carbon in soils: comparing field measurements in carlow, ireland to model predictions</td></tr><tr><td>Source:</td><td>global change biology bioenergy, 1(6), 413-425</td></tr><tr><td>Year:</td><td>2009</td></tr></table>"
737.0,azar (2010),,,135.0,103.0,6.0,http://dx.doi.org/10.1007/s10584-010-9832-7,2010.0,3.1058,,3.1058,220.0,103.0,"<table><tr><td>Authors:</td><td>azar, c; den elzen, kmgj; larson, ed; lindgren, k; mollersten, k; obersteiner, m; riahi, k; van vuuren, dp</td></tr><tr><td>Title:</td><td>the feasibility of low co2 concentration targets and the role of bio-energy with carbon capture and storage (beccs)</td></tr><tr><td>Source:</td><td>climatic change, 100(1), 195-202</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"
738.0,castro (2010),,,105.0,47.0,1.0,http://dx.doi.org/10.1111/j.1475-2743.2010.00265.x,2010.0,1.4172,,1.4172,152.0,47.0,"<table><tr><td>Authors:</td><td>castro, j; fernandez, e; nieto, om; smith, p</td></tr><tr><td>Title:</td><td>simulation of soil organic carbon stocks in a mediterranean olive grove under different soil-management systems using the rothc model</td></tr><tr><td>Source:</td><td>soil use and management, 26(2), 118-125</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"
739.0,baker (2010),,,3.0,98.0,4.0,http://dx.doi.org/10.1039/b927514b,2010.0,2.955,,2.955,44.0,98.0,"<table><tr><td>Authors:</td><td>baker, ga; dai, s; li, hr; luo, hm; mahurin, sm; wang, cm</td></tr><tr><td>Title:</td><td>reversible and robust co2 capture by equimolar task-specific ionic liquid-superbase mixtures</td></tr><tr><td>Source:</td><td>green chemistry, 12(5), 870-874</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"
740.0,fukuda (2010),,,96.0,2.0,3.0,http://dx.doi.org/10.1016/j.nimb.2009.10.110,2010.0,0.0603,,0.0603,103.0,2.0,"<table><tr><td>Authors:</td><td>fukuda, k; katsuno, k; matsuzaki, h; miyairi, y; tamura, k</td></tr><tr><td>Title:</td><td>a study of the carbon dynamics of japanese grassland and forest using c-14 and c-13</td></tr><tr><td>Source:</td><td>nuclear instruments & methods in physics research section b-beam interactions with materials and atoms, 268(7-8), 1106-1109</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"
741.0,arrouays (2010),,,141.0,8.0,3.0,http://dx.doi.org/10.1111/j.1365-2486.2009.02127.x,2010.0,0.2412,,0.2412,180.0,8.0,"<table><tr><td>Authors:</td><td>arrouays, d; bourgeon, g; lo seen, d; martin, m; nair, km; ramesh, br</td></tr><tr><td>Title:</td><td>soil carbon stocks, deforestation and land-cover changes in the western ghats biodiversity hotspot (india)</td></tr><tr><td>Source:</td><td>global change biology, 16(6), 1777-1792</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"
742.0,diacono (2010),,,53.0,217.0,1.0,http://dx.doi.org/10.1051/agro/2009040,2010.0,6.5432,,6.5432,63.0,217.0,"<table><tr><td>Authors:</td><td>diacono, m; montemurro, f</td></tr><tr><td>Title:</td><td>long-term effects of organic amendments on soil fertility. a review</td></tr><tr><td>Source:</td><td>agronomy for sustainable development, 30(2), 401-422</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"
743.0,kula (2010),,,23.0,5.0,2.0,http://dx.doi.org/10.1016/j.landusepol.2009.10.004,2010.0,0.1508,,0.1508,24.0,5.0,"<table><tr><td>Authors:</td><td>kula, e</td></tr><tr><td>Title:</td><td>afforestation with carbon sequestration and land use policy in northern ireland</td></tr><tr><td>Source:</td><td>land use policy, 27(3), 749-752</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"
745.0,assadi (2010),,,6.0,5.0,4.0,http://dx.doi.org/10.1115/1.4000122,2010.0,0.1508,,0.1508,7.0,5.0,"<table><tr><td>Authors:</td><td>assadi, m; sipocz, n</td></tr><tr><td>Title:</td><td>combined cycles with co2 capture: two alternatives for system integration</td></tr><tr><td>Source:</td><td>journal of engineering for gas turbines and power-transactions of the asme, 132(6)</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"
747.0,bill (2010),,,76.0,42.0,5.0,http://dx.doi.org/10.1073/pnas.0910579107,2010.0,1.2664,,1.2664,239.0,42.0,"<table><tr><td>Authors:</td><td>bill, bd; cochlan, wp; pickell, ld; trainer, vl; trick, cg; wells, ml</td></tr><tr><td>Title:</td><td>iron enrichment stimulates toxic diatom production in high-nitrate, low-chlorophyll areas</td></tr><tr><td>Source:</td><td>proceedings of the national academy of sciences of the united states of america, 107(13), 5887-5892</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"
748.0,kale (2009),,,13.0,8.0,1.0,,2009.0,0.2977,,0.2977,13.0,8.0,"<table><tr><td>Authors:</td><td>kale, mp; ravan, sa; roy, ps; singh, s</td></tr><tr><td>Title:</td><td>patterns of carbon sequestration in forests of western ghats and study of applicability of remote sensing in generating carbon credits through afforestation/reforestation</td></tr><tr><td>Source:</td><td>journal of the indian society of remote sensing, 37(3), 457-471</td></tr><tr><td>Year:</td><td>2009</td></tr></table>"
749.0,liu (2010),,,29.0,20.0,3.0,http://dx.doi.org/10.1007/s11368-009-0122-9,2010.0,0.6031,,0.6031,32.0,20.0,"<table><tr><td>Authors:</td><td>liu, jx; liu, sg; tang, xy; zhou, gy</td></tr><tr><td>Title:</td><td>effects of vegetation restoration and slope positions on soil aggregation and soil carbon accumulation on heavily eroded tropical land of southern china</td></tr><tr><td>Source:</td><td>journal of soils and sediments, 10(3), 505-513</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"
750.0,cerri (2010),,,154.0,51.0,1.0,http://dx.doi.org/10.1016/j.still.2009.12.005,2010.0,1.5378,,1.5378,298.0,51.0,"<table><tr><td>Authors:</td><td>cerri, cc; cerri, cep; maia, smf; ogle, sm</td></tr><tr><td>Title:</td><td>changes in soil organic carbon storage under different agricultural management systems in the southwest amazon region of brazil</td></tr><tr><td>Source:</td><td>soil & tillage research, 106(2), 177-184</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"
751.0,campo (2010),,,75.0,12.0,2.0,http://dx.doi.org/10.1111/j.1526-100x.2008.00432.x,2010.0,0.3618,,0.3618,97.0,12.0,"<table><tr><td>Authors:</td><td>campo, j; de leon, f; etchevers, jd; gallardo, jf; gamboa, am; hidalgo, c</td></tr><tr><td>Title:</td><td>nutrient addition differentially affects soil carbon sequestration in secondary tropical dry forests: early- versus late-succession stages</td></tr><tr><td>Source:</td><td>restoration ecology, 18(2), 252-260</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"
