id,label,timeset,grain for green,weight<links>,weight<citations>,cluster,url,score<pub._year>,score<norm._citations>,diverging incentives for afforestation from carbon sequestration: an economic analysis of the eu afforestation program in the south of italy,weight<norm._citations>,weight<total_link_strength>,score<citations>,description
173.0,li (2011),,,133.0,21.0,1.0,http://dx.doi.org/10.1016/j.geoderma.2011.08.002,2011.0,0.751,,0.751,227.0,21.0,"<table><tr><td>Authors:</td><td>li, cs; shi, xz; sun, wx; tan, mz; wang, sh; xu, sx; yu, ds; zhao, yc</td></tr><tr><td>Title:</td><td>carbon sequestration potential of recommended management practices for paddy soils of china, 1980-2050</td></tr><tr><td>Source:</td><td>geoderma, 166(1), 206-213</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"
174.0,chaikittisilp (2011),,,59.0,46.0,4.0,http://dx.doi.org/10.1002/chem.201101480,2011.0,1.6451,,1.6451,337.0,46.0,"<table><tr><td>Authors:</td><td>chaikittisilp, w; jones, cw; lunn, jd; shantz, df</td></tr><tr><td>Title:</td><td>poly(l-lysine) brush-mesoporous silica hybrid material as a biomolecule-based adsorbent for co2 capture from simulated flue gas and air</td></tr><tr><td>Source:</td><td>chemistry-a european journal, 17(38), 10556-10561</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"
175.0,helles (2011),,,28.0,1.0,2.0,http://dx.doi.org/10.1007/s11056-011-9259-7,2011.0,0.0358,,0.0358,33.0,1.0,"<table><tr><td>Authors:</td><td>helles, f; meilby, h</td></tr><tr><td>Title:</td><td>a general model for assessment of the carbon sequestration potential of afforestation projects</td></tr><tr><td>Source:</td><td>new forests, 42(3), 383-396</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"
176.0,bruckman (2011),,,29.0,18.0,3.0,http://dx.doi.org/10.1016/j.foreco.2011.08.006,2011.0,0.6437,,0.6437,37.0,18.0,"<table><tr><td>Authors:</td><td>bruckman, vj; glatzel, g; hochbichler, e; yan, s</td></tr><tr><td>Title:</td><td>carbon pools and temporal dynamics along a rotation period in quercus dominated high forest and coppice with standards stands</td></tr><tr><td>Source:</td><td>forest ecology and management, 262(9), 1853-1862</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"
177.0,galinato (2011),,,39.0,52.0,7.0,http://dx.doi.org/10.1016/j.enpol.2011.07.035,2011.0,1.8597,,1.8597,74.0,52.0,"<table><tr><td>Authors:</td><td>galinato, sp; granatstein, d; yoder, jk</td></tr><tr><td>Title:</td><td>the economic value of biochar in crop production and carbon sequestration</td></tr><tr><td>Source:</td><td>energy policy, 39(10), 6344-6350</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"
178.0,gebald (2011),,,52.0,105.0,4.0,http://dx.doi.org/10.1021/es202223p,2011.0,3.7551,,3.7551,320.0,105.0,"<table><tr><td>Authors:</td><td>gebald, c; steinfeld, a; tingaut, p; wurzbacher, ja; zimmermann, t</td></tr><tr><td>Title:</td><td>amine-based nanofibrillated cellulose as adsorbent for co2 capture from air</td></tr><tr><td>Source:</td><td>environmental science & technology, 45(20), 9101-9108</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"
179.0,brekke (2011),,,120.0,24.0,6.0,http://dx.doi.org/10.1016/j.forpol.2011.05.008,2011.0,0.8583,,0.8583,141.0,24.0,"<table><tr><td>Authors:</td><td>brekke, a; solberg, b; sunde, k</td></tr><tr><td>Title:</td><td>environmental impacts and costs of woody biomass-to-liquid (btl) production and use - a review</td></tr><tr><td>Source:</td><td>forest policy and economics, 13(8), 591-602</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"
180.0,bureau (2011),,,68.0,12.0,6.0,http://dx.doi.org/10.1016/j.ijggc.2011.06.004,2011.0,0.4292,,0.4292,122.0,12.0,"<table><tr><td>Authors:</td><td>bureau, g; fabbri, a; laude, a; ricci, o; royer-adnot, j</td></tr><tr><td>Title:</td><td>co2 capture and storage from a bioethanol plant: carbon and energy footprint and economic assessment</td></tr><tr><td>Source:</td><td>international journal of greenhouse gas control, 5(5), 1220-1231</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"
182.0,whitehead (2011),,,177.0,9.0,3.0,http://dx.doi.org/10.1093/treephys/tpr063,2011.0,0.3219,,0.3219,288.0,9.0,"<table><tr><td>Authors:</td><td>whitehead, d</td></tr><tr><td>Title:</td><td>forests as carbon sinks-benefits and consequences</td></tr><tr><td>Source:</td><td>tree physiology, 31(9), 893-902</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"
183.0,cao (2011),,,64.0,4.0,1.0,http://dx.doi.org/10.1007/s12229-011-9081-0,2011.0,0.1431,,0.1431,87.0,4.0,"<table><tr><td>Authors:</td><td>cao, zh; liu, gq; sun, x; wong, mh; zhuang, sy</td></tr><tr><td>Title:</td><td>carbon sequestration in bamboo plantation soil with heavy winter organic mulching management</td></tr><tr><td>Source:</td><td>botanical review, 77(3), 252-261</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"
184.0,fu (2011),,,116.0,20.0,3.0,http://dx.doi.org/10.5194/hess-15-2519-2011,2011.0,0.7153,,0.7153,180.0,20.0,"<table><tr><td>Authors:</td><td>fu, bj; jin, tt; liu, gh; wang, z</td></tr><tr><td>Title:</td><td>hydrologic feasibility of artificial forestation in the semi-arid loess plateau of china</td></tr><tr><td>Source:</td><td>hydrology and earth system sciences, 15(8), 2519-2530</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"
185.0,rose (2011),,,78.0,12.0,2.0,http://dx.doi.org/10.1017/s1355770x11000027,2011.0,0.4292,,0.4292,105.0,12.0,"<table><tr><td>Authors:</td><td>rose, sk; sohngen, b</td></tr><tr><td>Title:</td><td>global forest carbon sequestration and climate policy design</td></tr><tr><td>Source:</td><td>environment and development economics, 16, 429-454</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"
186.0,campos (2011),,,56.0,2.0,2.0,http://dx.doi.org/10.1017/s1355770x10000082,2011.0,0.0715,,0.0715,78.0,2.0,"<table><tr><td>Authors:</td><td>campos, p; caparros, a; ovando, p; oviedo, jl</td></tr><tr><td>Title:</td><td>accounting for carbon in avoided degradation and reforestation programmes in mediterranean forests</td></tr><tr><td>Source:</td><td>environment and development economics, 16, 405-428</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"
187.0,bary (2011),,,85.0,28.0,1.0,http://dx.doi.org/10.1021/es2010418,2011.0,1.0014,,1.0014,100.0,28.0,"<table><tr><td>Authors:</td><td>bary, a; brown, s; cogger, c; kurtz, k</td></tr><tr><td>Title:</td><td>quantifying benefits associated with land application of organic residuals in washington state</td></tr><tr><td>Source:</td><td>environmental science & technology, 45(17), 7451-7458</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"
188.0,gebald (2011),,,49.0,70.0,4.0,http://dx.doi.org/10.1039/c1ee01681d,2011.0,2.5034,,2.5034,231.0,70.0,"<table><tr><td>Authors:</td><td>gebald, c; steinfeld, a; wurzbacher, ja</td></tr><tr><td>Title:</td><td>separation of co2 from air by temperature-vacuum swing adsorption using diamine-functionalized silica gel</td></tr><tr><td>Source:</td><td>energy & environmental science, 4(9), 3584-3592</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"
189.0,budzianowski (2011),,,2.0,10.0,8.0,,2011.0,0.3576,,0.3576,11.0,10.0,"<table><tr><td>Authors:</td><td>budzianowski, wm</td></tr><tr><td>Title:</td><td>critical evaluation of low-carbon electricity production technologies</td></tr><tr><td>Source:</td><td>rynek energii, (4), 127-133</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"
190.0,buttle (2011),,,37.0,21.0,3.0,http://dx.doi.org/10.1002/hyp.8061,2011.0,0.751,,0.751,68.0,21.0,"<table><tr><td>Authors:</td><td>buttle, jm</td></tr><tr><td>Title:</td><td>streamflow response to headwater reforestation in the ganaraska river basin, southern ontario, canada</td></tr><tr><td>Source:</td><td>hydrological processes, 25(19), 3030-3041</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"
191.0,birdsey (2011),,,289.0,131.0,3.0,http://dx.doi.org/10.1890/10-0697.1,2011.0,4.6849,,4.6849,643.0,131.0,"<table><tr><td>Authors:</td><td>birdsey, ra; giardina, cp; harmon, me; heath, ls; houghton, ra; jackson, rb; mckinley, dc; morrison, jf; murray, bc; pataki, de; ryan, mg; skog, ke</td></tr><tr><td>Title:</td><td>a synthesis of current knowledge on forests and carbon storage in the united states</td></tr><tr><td>Source:</td><td>ecological applications, 21(6), 1902-1924</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"
192.0,caetano (2011),,,43.0,4.0,2.0,http://dx.doi.org/10.1016/j.ecolmodel.2011.05.003,2011.0,0.1431,,0.1431,53.0,4.0,"<table><tr><td>Authors:</td><td>caetano, mal; gherardi, dfm; yoneyama, t</td></tr><tr><td>Title:</td><td>an optimized policy for the reduction of co2 emission in the brazilian legal amazon</td></tr><tr><td>Source:</td><td>ecological modelling, 222(15), 2835-2840</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"
193.0,wang (2011),,,24.0,10.0,2.0,http://dx.doi.org/10.1111/j.1744-7348.2011.00494.x,2011.0,0.3576,,0.3576,30.0,10.0,"<table><tr><td>Authors:</td><td>wang, yc</td></tr><tr><td>Title:</td><td>carbon sequestration and foliar dust retention by woody plants in the greenbelts along two major taiwan highways</td></tr><tr><td>Source:</td><td>annals of applied biology, 159(2), 244-251</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"
194.0,buchmann (2011),,,41.0,22.0,3.0,http://dx.doi.org/10.1111/j.1365-2486.2011.02460.x,2011.0,0.7868,,0.7868,46.0,22.0,"<table><tr><td>Authors:</td><td>buchmann, n; eugster, w; potvin, c; turner, bl; wolf, s</td></tr><tr><td>Title:</td><td>carbon sequestration potential of tropical pasture compared with afforestation in panama</td></tr><tr><td>Source:</td><td>global change biology, 17(9), 2763-2780</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"
196.0,arora (2011),,,43.0,73.0,3.0,http://dx.doi.org/10.1038/ngeo1182,2011.0,2.6107,,2.6107,70.0,73.0,"<table><tr><td>Authors:</td><td>arora, vk; montenegro, a</td></tr><tr><td>Title:</td><td>small temperature benefits provided by realistic afforestation efforts</td></tr><tr><td>Source:</td><td>nature geoscience, 4(8), 514-518</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"
197.0,dornburg (2011),,,94.0,41.0,6.0,http://dx.doi.org/10.1039/c1ee01029h,2011.0,1.4663,,1.4663,124.0,41.0,"<table><tr><td>Authors:</td><td>dornburg, v; faaij, a; gaiser, t; smeets, e; turkenburg, w; vashev, b; wicke, b</td></tr><tr><td>Title:</td><td>the global technical and economic potential of bioenergy from salt-affected soils</td></tr><tr><td>Source:</td><td>energy & environmental science, 4(8), 2669-2681</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"
198.0,lackner (2011),,,39.0,60.0,4.0,http://dx.doi.org/10.1021/es201180v,2011.0,2.1458,,2.1458,101.0,60.0,"<table><tr><td>Authors:</td><td>lackner, ks; wang, t; wright, a</td></tr><tr><td>Title:</td><td>moisture swing sorbent for carbon dioxide capture from ambient air</td></tr><tr><td>Source:</td><td>environmental science & technology, 45(15), 6670-6675</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"
199.0,chen (2011),,,117.0,18.0,2.0,http://dx.doi.org/10.1007/s11104-011-0766-2,2011.0,0.6437,,0.6437,165.0,18.0,"<table><tr><td>Authors:</td><td>chen, f; cui, sh; ren, y; wei, xh; xie, pp; xiong, yz; zhang, l</td></tr><tr><td>Title:</td><td>potential for forest vegetation carbon storage in fujian province, china, determined from forest inventories</td></tr><tr><td>Source:</td><td>plant and soil, 345(1-2), 125-140</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"
200.0,bryan (2011),,,90.0,52.0,3.0,http://dx.doi.org/10.1111/j.1523-1739.2011.01649.x,2011.0,1.8597,,1.8597,120.0,52.0,"<table><tr><td>Authors:</td><td>bryan, ba; crossman, nd; summers, dm</td></tr><tr><td>Title:</td><td>carbon payments and low-cost conservation</td></tr><tr><td>Source:</td><td>conservation biology, 25(4), 835-845</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"
201.0,ambus (2011),,,48.0,62.0,7.0,http://dx.doi.org/10.1111/j.1365-2389.2011.01377.x,2011.0,2.2173,,2.2173,96.0,62.0,"<table><tr><td>Authors:</td><td>ambus, p; bruun, ew; hauggaard-nielsen, h; muller-stover, d</td></tr><tr><td>Title:</td><td>application of biochar to soil and n2o emissions: potential effects of blending fast-pyrolysis biochar with anaerobically digested slurry</td></tr><tr><td>Source:</td><td>european journal of soil science, 62(4), 581-589</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"
202.0,kreutz (2011),,,69.0,9.0,6.0,http://dx.doi.org/10.1146/annurev-chembioeng-061010-114126,2011.0,0.3219,,0.3219,128.0,9.0,"<table><tr><td>Authors:</td><td>kreutz, tg; larson, ed; liu, gj; williams, rh</td></tr><tr><td>Title:</td><td>coal and biomass to fuels and power</td></tr><tr><td>Source:</td><td>annual review of chemical and biomolecular engineering, vol 2, 2, 529-553</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"
203.0,acosta-michlik (2011),,,47.0,18.0,6.0,http://dx.doi.org/10.1016/j.rser.2011.02.011,2011.0,0.6437,,0.6437,81.0,18.0,"<table><tr><td>Authors:</td><td>acosta-michlik, l; beringer, t; bondeau, a; lucht, w</td></tr><tr><td>Title:</td><td>integrated assessment of sustainability trade-offs and pathways for global bioenergy production: framing a novel hybrid approach</td></tr><tr><td>Source:</td><td>renewable & sustainable energy reviews, 15(6), 2791-2809</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"
204.0,beringer (2011),,,107.0,126.0,6.0,http://dx.doi.org/10.1111/j.1757-1707.2010.01088.x,2011.0,4.5061,,4.5061,322.0,126.0,"<table><tr><td>Authors:</td><td>beringer, t; lucht, w; schaphoff, s</td></tr><tr><td>Title:</td><td>bioenergy production potential of global biomass plantations under environmental and agricultural constraints</td></tr><tr><td>Source:</td><td>global change biology bioenergy, 3(4), 299-312</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"
205.0,karlsson (2011),,,74.0,25.0,6.0,http://dx.doi.org/10.1016/j.gloenvcha.2011.01.020,2011.0,0.8941,,0.8941,118.0,25.0,"<table><tr><td>Authors:</td><td>karlsson, h; markusson, n; vergragt, pj</td></tr><tr><td>Title:</td><td>carbon capture and storage, bio-energy with carbon capture and storage, and the escape from the fossil-fuel lock-in</td></tr><tr><td>Source:</td><td>global environmental change-human and policy dimensions, 21(2), 282-292</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"
206.0,al-jeboori (2011),,,24.0,139.0,4.0,http://dx.doi.org/10.1016/j.cherd.2010.10.013,2011.0,4.971,,4.971,103.0,139.0,"<table><tr><td>Authors:</td><td>al-jeboori, mj; blamey, j; dean, cc; fennell, ps; florin, nh</td></tr><tr><td>Title:</td><td>the calcium looping cycle for co2 capture from power generation, cement manufacture and hydrogen production</td></tr><tr><td>Source:</td><td>chemical engineering research & design, 89(6a), 836-855</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"
207.0,bonnheim (2010),,,15.0,3.0,4.0,http://dx.doi.org/10.1002/wcc.82,2010.0,0.0905,,0.0905,25.0,3.0,"<table><tr><td>Authors:</td><td>bonnheim, nb</td></tr><tr><td>Title:</td><td>history of climate engineering</td></tr><tr><td>Source:</td><td>wiley interdisciplinary reviews-climate change, 1(6), 891-897</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"
208.0,fang (2011),,,74.0,13.0,2.0,http://dx.doi.org/10.1371/journal.pone.0020778,2011.0,0.4649,,0.4649,117.0,13.0,"<table><tr><td>Authors:</td><td>fang, jy; shi, l; tang, zy; zhao, sq</td></tr><tr><td>Title:</td><td>the changes in china's forests: an analysis using the forest identity</td></tr><tr><td>Source:</td><td>plos one, 6(6)</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"
210.0,dotzauer (2011),,,73.0,32.0,6.0,http://dx.doi.org/10.1016/j.enpol.2011.03.018,2011.0,1.1444,,1.1444,168.0,32.0,"<table><tr><td>Authors:</td><td>dotzauer, e; leduc, s; schmid, e; schmidt, j</td></tr><tr><td>Title:</td><td>cost-effective policy instruments for greenhouse gas emission reduction and fossil fuel substitution through bioenergy production in austria</td></tr><tr><td>Source:</td><td>energy policy, 39(6), 3261-3280</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"
211.0,aosaar (2011),,,68.0,31.0,3.0,http://dx.doi.org/10.1016/j.ecoleng.2011.01.016,2011.0,1.1086,,1.1086,82.0,31.0,"<table><tr><td>Authors:</td><td>aosaar, j; augustin, j; helmisaari, hs; lohmus, k; maddison, m; mander, u; ostonen, i; uri, v</td></tr><tr><td>Title:</td><td>long-term effects on the nitrogen budget of a short-rotation grey alder (alnus incana (l.) moench) forest on abandoned agricultural land</td></tr><tr><td>Source:</td><td>ecological engineering, 37(6), 920-930</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"
213.0,gardiner (2011),,,31.0,44.0,4.0,http://dx.doi.org/10.3197/096327111x12997574391689,2011.0,1.5736,,1.5736,52.0,44.0,"<table><tr><td>Authors:</td><td>gardiner, sm</td></tr><tr><td>Title:</td><td>some early ethics of geoengineering the climate: a commentary on the values of the royal society report</td></tr><tr><td>Source:</td><td>environmental values, 20(2), 163-188</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"
214.0,augustin (2011),,,124.0,22.0,1.0,,2011.0,0.7868,,0.7868,199.0,22.0,"<table><tr><td>Authors:</td><td>augustin, b; lal, r; zirkle, g</td></tr><tr><td>Title:</td><td>modeling carbon sequestration in home lawns</td></tr><tr><td>Source:</td><td>hortscience, 46(5), 808-814</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"
215.0,chen (2011),,,47.0,36.0,4.0,http://dx.doi.org/10.1021/es200590m,2011.0,1.2875,,1.2875,58.0,36.0,"<table><tr><td>Authors:</td><td>chen, j; da silva, g; fei, wy; guo, df; kentish, s; stevens, gw; thee, h</td></tr><tr><td>Title:</td><td>borate-catalyzed carbon dioxide hydration via the carbonic anhydrase mechanism</td></tr><tr><td>Source:</td><td>environmental science & technology, 45(11), 4802-4807</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"
217.0,montagnini (2004),,,84.0,213.0,2.0,http://dx.doi.org/10.1023/b:agfo.0000029005.92691.79,2004.0,1.9018,,1.9018,115.0,213.0,"<table><tr><td>Authors:</td><td>montagnini, f; nair, pkr</td></tr><tr><td>Title:</td><td>carbon sequestration: an underexploited environmental benefit of agroforestry systems</td></tr><tr><td>Source:</td><td>agroforestry systems, 61-2(1), 281-295</td></tr><tr><td>Year:</td><td>2004</td></tr></table>"
218.0,chen (2004),,,2.0,26.0,5.0,http://dx.doi.org/10.1016/j.marchem.2004.01.006,2004.0,0.2321,,0.2321,2.0,26.0,"<table><tr><td>Authors:</td><td>chen, cta; hsing, ly; liu, cl; wang, sl</td></tr><tr><td>Title:</td><td>degree of nutrient consumption of upwelled water in the taiwan strait based on dissolved organic phosphorus or nitrogen</td></tr><tr><td>Source:</td><td>marine chemistry, 87(3-4), 73-86</td></tr><tr><td>Year:</td><td>2004</td></tr></table>"
219.0,dendoncker (2004),,,141.0,30.0,1.0,http://dx.doi.org/10.1016/j.agee.2003.10.010,2004.0,0.2679,,0.2679,272.0,30.0,"<table><tr><td>Authors:</td><td>dendoncker, n; lettens, s; roelandt, c; rounsevell, mda; van wesemael, b</td></tr><tr><td>Title:</td><td>belgium's co2 mitigation potential under improved cropland management</td></tr><tr><td>Source:</td><td>agriculture ecosystems & environment, 103(1), 101-116</td></tr><tr><td>Year:</td><td>2004</td></tr></table>"
220.0,baral (2004),,,88.0,51.0,2.0,http://dx.doi.org/10.1016/j.biombioe.2003.11.004,2004.0,0.4554,,0.4554,130.0,51.0,"<table><tr><td>Authors:</td><td>baral, a; guha, gs</td></tr><tr><td>Title:</td><td>trees for carbon sequestration or fossil fuel substitution: the issue of cost vs. carbon benefit</td></tr><tr><td>Source:</td><td>biomass & bioenergy, 27(1), 41-55</td></tr><tr><td>Year:</td><td>2004</td></tr></table>"
221.0,gao (2004),,,46.0,40.0,6.0,http://dx.doi.org/10.1016/j.renene.2004.01.003,2004.0,0.3571,,0.3571,67.0,40.0,"<table><tr><td>Authors:</td><td>gao, l; mollersten, k; obersteiner, m; yan, jy</td></tr><tr><td>Title:</td><td>efficient energy systems with co2 capture and storage from renewable biomass in pulp and paper mills</td></tr><tr><td>Source:</td><td>renewable energy, 29(9), 1583-1598</td></tr><tr><td>Year:</td><td>2004</td></tr></table>"
223.0,andrews (2004),,,52.0,153.0,5.0,http://dx.doi.org/10.1126/science.1086895,2004.0,1.3661,,1.3661,129.0,153.0,"<table><tr><td>Authors:</td><td>andrews, je; buesseler, ko; charette, ma; pike, sm</td></tr><tr><td>Title:</td><td>the effects of iron fertilization on carbon sequestration in the southern ocean</td></tr><tr><td>Source:</td><td>science, 304(5669), 414-417</td></tr><tr><td>Year:</td><td>2004</td></tr></table>"
227.0,harvey (2004),,,54.0,8.0,6.0,http://dx.doi.org/10.1023/b:clim.0000018511.36935.e0,2004.0,0.0714,,0.0714,66.0,8.0,"<table><tr><td>Authors:</td><td>harvey, ldd</td></tr><tr><td>Title:</td><td>declining temporal effectiveness of carbon sequestration: implications for compliance with the united national framework convention on climate change</td></tr><tr><td>Source:</td><td>climatic change, 63(3), 259-290</td></tr><tr><td>Year:</td><td>2004</td></tr></table>"
228.0,richards (2004),,,70.0,184.0,2.0,http://dx.doi.org/10.1023/b:clim.0000018503.10080.89,2004.0,1.6429,,1.6429,152.0,184.0,"<table><tr><td>Authors:</td><td>richards, kr; stokes, c</td></tr><tr><td>Title:</td><td>a review of forest carbon sequestration cost studies: a dozen years of research</td></tr><tr><td>Source:</td><td>climatic change, 63(1-2), 1-48</td></tr><tr><td>Year:</td><td>2004</td></tr></table>"
229.0,gaunt (2011),,,37.0,36.0,7.0,http://dx.doi.org/10.4155/cmt.11.22,2011.0,1.2875,,1.2875,122.0,36.0,"<table><tr><td>Authors:</td><td>gaunt, j; hammond, j; ibarrola, r; shackley, s</td></tr><tr><td>Title:</td><td>the feasibility and costs of biochar deployment in the uk</td></tr><tr><td>Source:</td><td>carbon management, 2(3), 335-356</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"
230.0,lenton (2010),,,243.0,23.0,6.0,http://dx.doi.org/10.4155/cmt.10.12,2010.0,0.6935,,0.6935,414.0,23.0,"<table><tr><td>Authors:</td><td>lenton, tm</td></tr><tr><td>Title:</td><td>the potential for land-based biological co2 removal to lower future atmospheric co2 concentration</td></tr><tr><td>Source:</td><td>carbon management, 1(1), 145-160</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"
231.0,gough (2011),,,73.0,23.0,6.0,http://dx.doi.org/10.1002/ghg.34,2011.0,0.8225,,0.8225,158.0,23.0,"<table><tr><td>Authors:</td><td>gough, c; upham, p</td></tr><tr><td>Title:</td><td>biomass energy with carbon capture and storage (beccs or bio-ccs)</td></tr><tr><td>Source:</td><td>greenhouse gases-science and technology, 1(4), 324-334</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"
233.0,alexandrov (2001),,,47.0,17.0,2.0,http://dx.doi.org/10.3763/cpol.2001.0104,2001.0,0.2953,,0.2953,48.0,17.0,"<table><tr><td>Authors:</td><td>alexandrov, ga; yamagata, y</td></tr><tr><td>Title:</td><td>would forestation alleviate the burden of emission reduction? an assessment of the future carbon sink from ard activities</td></tr><tr><td>Source:</td><td>climate policy, 1(1), 27-40</td></tr><tr><td>Year:</td><td>2001</td></tr></table>"
234.0,jones (2009),,,48.0,1.0,5.0,,2009.0,0.0372,,0.0372,87.0,1.0,"<table><tr><td>Authors:</td><td>jones, isf; young, he</td></tr><tr><td>Title:</td><td>the potential of the ocean for the management of global warming</td></tr><tr><td>Source:</td><td>international journal of global warming, 1(1-3), 43-56</td></tr><tr><td>Year:</td><td>2009</td></tr></table>"
235.0,lasco (2009),,,69.0,7.0,2.0,,2009.0,0.2605,,0.2605,78.0,7.0,"<table><tr><td>Authors:</td><td>lasco, rd; pulhin, fb</td></tr><tr><td>Title:</td><td>carbon budgets of forest ecosystems in the philippines</td></tr><tr><td>Source:</td><td>journal of environmental science and management, 12(1), 1-13</td></tr><tr><td>Year:</td><td>2009</td></tr></table>"
236.0,takeda (2002),,,51.0,1.0,5.0,,2002.0,0.026,,0.026,138.0,1.0,"<table><tr><td>Authors:</td><td>takeda, s</td></tr><tr><td>Title:</td><td>towards the enhancement of biological production in the oceans</td></tr><tr><td>Source:</td><td>fisheries science, 68, 20-24</td></tr><tr><td>Year:</td><td>2002</td></tr></table>"
238.0,breidt (2004),,,94.0,383.0,1.0,http://dx.doi.org/10.1111/j.1529-8817.2003.00730.x,2004.0,3.4196,,3.4196,163.0,383.0,"<table><tr><td>Authors:</td><td>breidt, fj; conant, rt; mosier, ar; ogle, sm; paustian, k; six, j</td></tr><tr><td>Title:</td><td>the potential to mitigate global warming with no-tillage management is only realized when practised in the long term</td></tr><tr><td>Source:</td><td>global change biology, 10(2), 155-160</td></tr><tr><td>Year:</td><td>2004</td></tr></table>"
239.0,ismail (2004),,,58.0,87.0,1.0,http://dx.doi.org/10.1023/b:agfo.0000013267.87896.41,2004.0,0.7768,,0.7768,69.0,87.0,"<table><tr><td>Authors:</td><td>ismail, s; sharrow, sh</td></tr><tr><td>Title:</td><td>carbon and nitrogen storage in agroforests, tree plantations, and pastures in western oregon, usa</td></tr><tr><td>Source:</td><td>agroforestry systems, 60(2), 123-130</td></tr><tr><td>Year:</td><td>2004</td></tr></table>"
240.0,chang (2004),,,101.0,9.0,2.0,http://dx.doi.org/10.1021/es034533u,2004.0,0.0804,,0.0804,180.0,9.0,"<table><tr><td>Authors:</td><td>chang, ys; choi, sd</td></tr><tr><td>Title:</td><td>factors affecting the distribution of the rate of carbon uptake by forests in south korea</td></tr><tr><td>Source:</td><td>environmental science & technology, 38(2), 484-488</td></tr><tr><td>Year:</td><td>2004</td></tr></table>"
241.0,gruber (2003),,,53.0,58.0,5.0,http://dx.doi.org/10.1029/2003gl018458,2003.0,0.7313,,0.7313,97.0,58.0,"<table><tr><td>Authors:</td><td>gruber, n; jin, x</td></tr><tr><td>Title:</td><td>offsetting the radiative benefit of ocean iron fertilization by enhancing n2o emissions</td></tr><tr><td>Source:</td><td>geophysical research letters, 30(24)</td></tr><tr><td>Year:</td><td>2003</td></tr></table>"
243.0,xu (2003),,,52.0,32.0,2.0,http://dx.doi.org/10.1016/s1462-9011(03)00072-8,2003.0,0.4035,,0.4035,57.0,32.0,"<table><tr><td>Authors:</td><td>xu, dy; zhang, xq</td></tr><tr><td>Title:</td><td>potential carbon sequestration in china's forests</td></tr><tr><td>Source:</td><td>environmental science & policy, 6(5), 421-432</td></tr><tr><td>Year:</td><td>2003</td></tr></table>"
244.0,breidt (2003),,,209.0,116.0,1.0,http://dx.doi.org/10.1046/j.1529-8817.2003.00683.x,2003.0,1.4626,,1.4626,625.0,116.0,"<table><tr><td>Authors:</td><td>breidt, fj; eve, md; ogle, sm; paustian, k</td></tr><tr><td>Title:</td><td>uncertainty in estimating land use and management impacts on soil organic carbon storage for us agricultural lands between 1982 and 1997</td></tr><tr><td>Source:</td><td>global change biology, 9(11), 1521-1542</td></tr><tr><td>Year:</td><td>2003</td></tr></table>"
